state_index,state_label,sensitivity_mhz_per_g,pi_time_us,wait_time_us,offset,offset_error,amplitude,amplitude_error,phase_rad,phase_error_rad,contrast,contrast_error,residual_rms
6,"[4, 0]",-1.3868685343823017,46.555037998008025,1125.0,0.4992361228127942,0.005458244820391408,0.23053326180326583,0.007423714005557335,1.1893547634842745,0.034930663182340754,0.4617719977961455,0.01571169363610194,0.01879812999355016
6,"[4, 0]",-1.3868685343823017,46.555037998008025,1250.0,0.49221907014958133,0.005710371696301154,0.2016039746043434,0.007854799479369224,1.0541792077599237,0.041268356516634006,0.40958180377505005,0.01670849384978644,0.01923727647390138
6,"[4, 0]",-1.3868685343823017,46.555037998008025,1375.0,0.4983966990380939,0.005812510764161525,0.17657111972522926,0.007977522834122095,0.7883068100517926,0.04804246267604446,0.35427826882884994,0.016609687788525392,0.023441954984954418
6,"[4, 0]",-1.3868685343823017,46.555037998008025,1500.0,0.49748268799974604,0.0059660621829937316,0.14962960492404195,0.008315688615849153,0.660898959099914,0.05722590640630206,0.3007734912860291,0.017033593178389938,0.021929821990034917
6,"[4, 0]",-1.3868685343823017,46.555037998008025,1625.0,0.49973679573007357,0.0061011087697460265,0.10462222761603708,0.008550096444870597,0.37095467848560043,0.08321472333949978,0.20935466131364766,0.017253784267716978,0.021151557174129088
6,"[4, 0]",-1.3868685343823017,46.555037998008025,1750.0,0.4965655820640736,0.00602428747460299,0.10074915916810742,0.008389397553104016,0.1118987402282688,0.08591013752067583,0.20289194983938175,0.01705431071805504,0.026644342559668712
6,"[4, 0]",-1.3868685343823017,46.555037998008025,1875.0,0.5047435835353392,0.006140446224529402,0.09261373885802426,0.008624263866608535,-0.42707072732202284,0.09442917018888582,0.18348670865578223,0.017234890249576026,0.025217958451049207
6,"[4, 0]",-1.3868685343823017,46.555037998008025,2000.0,0.49610716927838344,0.006187705579775478,0.062485128423816635,0.008698130216562175,-0.6712899387557373,0.14089687175325954,0.12595086766172894,0.017594805002498298,0.025361440090578904
2,"[3, 1]",2.1385194393133133,25.951404326024335,0.0,0.4976076489883114,0.0001291414861588477,0.49747663714309465,0.00012943095434834618,1.5709800333274855,0.0005151667957570911,0.999736716576839,3.497977200776663e-05,0.0006863581482923478
2,"[3, 1]",2.1385194393133133,25.951404326024335,125.0,0.4967866136986974,0.0008118309788905035,0.4872274235215132,0.0008929422837829122,1.5733368682336866,0.003988911163467591,0.980757955400582,0.0023140385881826437,0.004205451558443971
2,"[3, 1]",2.1385194393133133,25.951404326024335,250.0,0.4951953669898101,0.0019706823247999713,0.46472674483681936,0.0023102321363631336,1.5753989485428506,0.007918386197194625,0.9384715120858195,0.005293144558740045,0.011376773093367345
2,"[3, 1]",2.1385194393133133,25.951404326024335,375.0,0.49743447756867837,0.003000842502604334,0.42923900403952314,0.0037607421569458713,1.5874130914237319,0.011592565906902597,0.8629056155044263,0.009326506316007796,0.01147133740899104
2,"[3, 1]",2.1385194393133133,25.951404326024335,500.0,0.4994490485457285,0.0036535470342023975,0.3946451096426248,0.0047048088891127006,1.570399607794274,0.01471813848546593,0.7901608998790431,0.011273518898209031,0.011718503845704767
2,"[3, 1]",2.1385194393133133,25.951404326024335,625.0,0.49891729004976026,0.004375043369043151,0.3462652674300627,0.0057800109912186275,1.6237499317920705,0.01932796141441011,0.6940334086147374,0.01318298466791485,0.009710078827913608
2,"[3, 1]",2.1385194393133133,25.951404326024335,750.0,0.5020197351034719,0.004923378676170762,0.295036661526128,0.006747144274239294,1.6816311944883675,0.02440533096133293,0.5876993291216284,0.014586837547517105,0.019403409139903363
2,"[3, 1]",2.1385194393133133,25.951404326024335,875.0,0.501668457925782,0.005129500528493653,0.27542490617593973,0.006819105285010494,1.760493033263255,0.028199315774560894,0.5490177861983238,0.015032244243633313,0.0213406185234895
2,"[3, 1]",2.1385194393133133,25.951404326024335,1000.0,0.4964195299738503,0.005526960441215151,0.2251118547137777,0.007500226657974149,1.9091639543993661,0.036318042506253236,0.4534709879879944,0.015966715803077694,0.015695984940117938
2,"[3, 1]",2.1385194393133133,25.951404326024335,1125.0,0.49801379358695375,0.005583833326121591,0.21263194612527173,0.007658235075585219,2.035203639268435,0.038343666459642683,0.4269599534458396,0.01608430513686846,0.02393803180103923
2,"[3, 1]",2.1385194393133133,25.951404326024335,1250.0,0.4888976192024488,0.005669280497026966,0.1909925726768878,0.007795549100750338,2.3065407649909764,0.0432509510135143,0.390659649741103,0.016531209062977722,0.01940525067059867
2,"[3, 1]",2.1385194393133133,25.951404326024335,1375.0,0.4992723554028779,0.005941658765513323,0.14818940334308375,0.008366667238496363,2.668224934374424,0.056947022399256836,0.29681075216653097,0.017105579596984975,0.020945656406157347
2,"[3, 1]",2.1385194393133133,25.951404326024335,1500.0,0.5000502059277226,0.0059549447665977785,0.1274903575732225,0.00835318436201371,3.079222394600574,0.06660221054892593,0.2549551146303297,0.016938737869969613,0.020223744261265792
2,"[3, 1]",2.1385194393133133,25.951404326024335,1625.0,0.4941304908871043,0.006007640942373215,0.1146734296074561,0.008401912095920382,-2.9975508329014033,0.07494094392059189,0.23207114663494008,0.01719531750553815,0.02275926909498441
2,"[3, 1]",2.1385194393133133,25.951404326024335,1750.0,0.5016768876717751,0.0061757043096133495,0.06560026351829511,0.00873186671646654,-2.526184071541624,0.13313704119290065,0.13076198072974501,0.017487476300994204,0.024825196278021825
2,"[3, 1]",2.1385194393133133,25.951404326024335,1875.0,0.48944620434653746,0.0061266260484658325,0.07745599227569601,0.008610146602088253,-1.7608669123024951,0.11260841942006367,0.15825230962636225,0.01770661908137663,0.02891524802669151
2,"[3, 1]",2.1385194393133133,25.951404326024335,2000.0,0.4983789532603224,0.0062179179533219985,0.05603305241557486,0.008755866044189821,-1.5572733214306214,0.15760575995517834,0.11243061539620565,0.017634354761863917,0.019896855152703664
7,"[2, -2]",-2.876889912840852,56.401920689074295,0.0,0.497786939721864,0.00017430762006589127,0.4969069930757139,0.00018003738678875795,1.5704899337643503,0.0010967378542290223,0.9982322825772774,0.0003096417113414308,0.0016662963120051256
7,"[2, -2]",-2.876889912840852,56.401920689074295,125.0,0.4976724378581933,0.0011011635809538324,0.48067657885485604,0.001229269057910743,1.5692683647483057,0.005152528142145241,0.965849306269639,0.0033443275057574912,0.006066789810368262
7,"[2, -2]",-2.876889912840852,56.401920689074295,250.0,0.493061822315188,0.002322892266405609,0.4533745300666101,0.002834101396427586,1.5507564785058754,0.008939148833170119,0.9195084866594925,0.007027143409358724,0.008611198674747852
7,"[2, -2]",-2.876889912840852,56.401920689074295,375.0,0.498454576774317,0.0032247121653066436,0.410880814813331,0.0040566417607547,1.5490684298640929,0.012941910635865157,0.8243094435450707,0.00981151999071458,0.012917313732268051
7,"[2, -2]",-2.876889912840852,56.401920689074295,500.0,0.5064151275177308,0.004040874142770175,0.3703042362468665,0.0052113389396602205,1.5252714992326042,0.017252553982504793,0.731226648109759,0.012229276866294148,0.013634297442968471
7,"[2, -2]",-2.876889912840852,56.401920689074295,625.0,0.493081756006959,0.004714164331297626,0.3120033839000893,0.0063145287971817,1.488783500772049,0.022693600989878673,0.6327619712129157,0.013962427655350593,0.012829398695643824
7,"[2, -2]",-2.876889912840852,56.401920689074295,750.0,0.5013311776274235,0.005043930548468474,0.27988450511043184,0.006752054039321516,1.4529895240482218,0.02709742143533477,0.558282663438169,0.01448786280878615,0.01424328854584967
7,"[2, -2]",-2.876889912840852,56.401920689074295,875.0,0.5044485384462218,0.005452363469496485,0.23095832340421682,0.007398743637086303,1.2563597570296317,0.03492338730842737,0.45784318082396186,0.015505061787446322,0.018953214662043638
7,"[2, -2]",-2.876889912840852,56.401920689074295,1000.0,0.494490892062218,0.0056678510271179405,0.20151095693969756,0.007692492805844909,1.0915327972387605,0.04159981022725724,0.40751196872265744,0.016245324796419033,0.017067393367914928
7,"[2, -2]",-2.876889912840852,56.401920689074295,1125.0,0.4992556372299044,0.005837468602822436,0.16527195508340797,0.008053265363307792,0.7594454380550415,0.05126696076455298,0.3310367330059834,0.0166274283163263,0.01772348856127278
7,"[2, -2]",-2.876889912840852,56.401920689074295,1250.0,0.4968015259309191,0.005951959375314837,0.1374000254396065,0.008251720213117588,0.378274790446799,0.06255262615030512,0.27656925002825405,0.01696358423542673,0.020511548907561183
7,"[2, -2]",-2.876889912840852,56.401920689074295,1375.0,0.4991096619732025,0.006087752080222206,0.12205654829278868,0.008479776767864197,0.1485904996094274,0.07166354806375166,0.2445485583473677,0.017255469484667184,0.019816244231790556
7,"[2, -2]",-2.876889912840852,56.401920689074295,1500.0,0.498404934808186,0.00615836060675816,0.08621154688802986,0.00866528760763941,-0.6131603996393782,0.10150460686995977,0.17297490628018936,0.01748086599090042,0.023324599783050664
7,"[2, -2]",-2.876889912840852,56.401920689074295,1625.0,0.4985905091375082,0.006174586514621662,0.06424805417366171,0.008709663038618178,-1.1688232329671602,0.13626482066698084,0.12885936052974986,0.017552533163916098,0.018448163096650448
7,"[2, -2]",-2.876889912840852,56.401920689074295,1750.0,0.50358453269379,0.006199045063049802,0.07044419746807214,0.008673639111394963,-1.5416854589618934,0.1258200121375104,0.1398855463078857,0.017315613577142397,0.019411599079917373
7,"[2, -2]",-2.876889912840852,56.401920689074295,1875.0,0.5010814560813154,0.0062229049231406,0.02456105893432245,0.008723639426484183,-2.125429198206226,0.3615375418529047,0.04901610034903524,0.017431097396568344,0.02103254946663892
7,"[2, -2]",-2.876889912840852,56.401920689074295,2000.0,0.4879010585456008,0.006227507259964518,0.03065131882633158,0.00879770046127641,-2.750658756703771,0.28759352393675575,0.06282281681802666,0.018051553214708926,0.020357964114758216
1,"[4, -2]",-3.42018057358473,19.12,0.0,0.49793151795508966,0.00010614446573820249,0.49779306197541084,0.00010649874128532995,1.5707065911335245,0.00042685177200419,0.9997219377069212,3.498945485313923e-05,0.0005254896205114274
1,"[4, -2]",-3.42018057358473,19.12,125.0,0.49741810925603164,0.0008846366168540132,0.48604200932985053,0.0009790672322472563,1.565633476162728,0.004257072335479982,0.9771297029310093,0.0027106036026886653,0.004012627133536667
1,"[4, -2]",-3.42018057358473,19.12,250.0,0.5018108631949244,0.0021839308538488516,0.45213828187619326,0.0026008152123127392,1.5635485689999462,0.008871262587803968,0.9010133399614424,0.006832830551259221,0.00785321872232323
1,"[4, -2]",-3.42018057358473,19.12,375.0,0.4987918216747904,0.0033688649446784497,0.4017940121880667,0.004370252619426452,1.5567683712375984,0.013151277327281441,0.8055344829812271,0.010532052715925984,0.013855231778671205
1,"[4, -2]",-3.42018057358473,19.12,500.0,0.5045106921181619,0.004203729169207598,0.36223460632689036,0.005490395917468878,1.5184566679785565,0.01799173318482832,0.7179919315605923,0.012844239409383632,0.012621438238058882
1,"[4, -2]",-3.42018057358473,19.12,625.0,0.4957092421560718,0.004639245130457217,0.3163797387542409,0.006110318981757346,1.4651134860014754,0.022536658449511936,0.6382365141673719,0.013706142267328072,0.01608623943032709
1,"[4, -2]",-3.42018057358473,19.12,750.0,0.5032390409934043,0.005276076578525508,0.2571809602033142,0.007143154361786151,1.434097044722538,0.03043629026044537,0.5110512882618042,0.015176718692458756,0.020878772692344432
1,"[4, -2]",-3.42018057358473,19.12,875.0,0.4987230488374402,0.005539129052788934,0.2190938507212055,0.007530345885814052,1.3229159024535042,0.03732815338683947,0.43930965539276606,0.015953357828111064,0.018240090116666816
1,"[4, -2]",-3.42018057358473,19.12,1000.0,0.499141330418941,0.0057334558166756535,0.18413462615924406,0.007945754992533768,1.1292595346686147,0.04495034076934912,0.3689027835156339,0.016535689613929653,0.023884443835929442
1,"[4, -2]",-3.42018057358473,19.12,1125.0,0.500848815984963,0.006005501924502681,0.13266110769844247,0.008308160207996167,0.7224859957978752,0.06548916080483755,0.26487255927230813,0.016989867837338173,0.015015356594469738
1,"[4, -2]",-3.42018057358473,19.12,1250.0,0.49430466430715553,0.006067948540596687,0.10646502076988225,0.008494776896725948,0.3777853916903813,0.08145907467017417,0.2153834031064818,0.017375591909753553,0.017142608395533394
1,"[4, -2]",-3.42018057358473,19.12,1375.0,0.49612514477284353,0.006112523449849575,0.08744508676804007,0.008670706237321415,-0.20900771165267462,0.09855304911752105,0.17625610733372077,0.01762041176612594,0.021360135440608833
1,"[4, -2]",-3.42018057358473,19.12,1500.0,0.5032846211365637,0.0062156666671386645,0.052018788050391285,0.00874257080333598,-0.8459224409977659,0.1699298611448466,0.10335858849197034,0.017438150579215203,0.014506277681475136
1,"[4, -2]",-3.42018057358473,19.12,1625.0,0.4988042981891356,0.006163194088568354,0.05273089962415342,0.008782417515373793,-1.5036830465215536,0.16397693684684592,0.10571460553886211,0.017685899264371068,0.027736560452513263
1,"[4, -2]",-3.42018057358473,19.12,1750.0,0.5064942723382458,0.0062458143542733924,0.03903468589556246,0.008796124593366966,-1.780022894888673,0.22722432550068453,0.0770683658777772,0.01739834654991905,0.02244852729389505
1,"[4, -2]",-3.42018057358473,19.12,1875.0,0.4845203479000213,0.006204336523074657,0.03214097100501005,0.00876255356754358,3.083886699422386,0.27331359660391513,0.0663356475002825,0.018087323676455706,0.02058798478537715
1,"[4, -2]",-3.42018057358473,19.12,2000.0,0.5056160841581245,0.006171004266795681,0.03348145195814846,0.00876722883571419,2.38652131278273,0.2594709416947538,0.06621911961898268,0.017351403264210013,0.022202728704514264
