state_index,state_label,sensitivity_mhz_per_g,initial_contrast,initial_contrast_error,t2_gaussian_us,t2_gaussian_error_us,t2_lorentzian_us,t2_lorentzian_error_us,t2_star_us,t2_star_error_us,chi_squared,reduced_chi_squared
8,"[2, 0]",4.0589839045424014e-05,0.9973057080396102,0.0004651390003934163,1733.4768789923626,36.81144131863794,4352.091003508039,276.0176954834888,1422.2899330147402,12.913295172595026,91.05651225687367,6.504036589776691
6,"[4, 0]",-1.3868685343823017,0.9991861487034758,0.000144104379251124,1499.1695698708822,25.602321330238155,5481.2748021014,408.7426403851038,1308.1060227334656,11.189699989639111,69.30015630735662,4.950011164811187
2,"[3, 1]",2.1385194393133133,0.9997383603342841,3.497893891553242e-05,1355.8306910377796,21.679168465716135,6338.085333404219,573.0212067247048,1218.5458322525037,10.326276065136636,86.72745877037694,6.194818483598353
7,"[2, -2]",-2.876889912840852,0.9982892910876475,0.00030933578754445445,1238.4225846340285,23.715920476033958,4128.3061985939175,333.89317015750146,1066.5228008784304,9.533657811712539,41.33959454607883,2.9528281818627735
1,"[4, -2]",-3.42018057358473,0.9997229943917051,3.498899806773262e-05,1065.806803891653,17.510112417179254,6296.49623952149,753.484558015825,979.4127514267105,8.776574010634308,48.393404566502156,3.456671754750154
