4.572599017592438031e+00,3.870075048325816169e+00,3.168582048601820134e+00,2.468116617365012644e+00,1.768675372659345157e+00
1.746067520571159548e+00,1.043543551531911362e+00,3.420505515805416508e-01,-3.584148794288921636e-01,-1.057856124589307001e+00
-1.243616722149454290e+00,-1.946140691416076152e+00,-2.647633691140072187e+00,-3.348099122149506002e+00,-4.047540367082547164e+00
4.661064032006834168e+00,3.958540062740212306e+00,3.257047063016216271e+00,2.556581631552035105e+00,1.857140386846367619e+00
3.008232919910369674e+00,2.305708950643747812e+00,1.604215950919751776e+00,9.037505196829442866e-01,2.043092749772768002e-01
1.404057558829663321e+00,7.015335897904151352e-01,4.058983904542401433e-05,-7.004248413977620658e-01,-1.399866086330803228e+00
-1.140091085289896000e-01,-8.165330777956114616e-01,-1.518026077519607497e+00,-2.218491508756414987e+00,-2.917932753689456149e+00
-1.472872943850234151e+00,-2.175396913116856012e+00,-2.876889912840852048e+00,-3.577355343850285863e+00,-4.276796588783327024e+00
5.600774400591035374e+00,4.898250431551787187e+00,4.196757431827791152e+00,3.496292000590983662e+00,2.796850755657942500e+00
4.605542669196438510e+00,3.903018699702442973e+00,3.201525699978446937e+00,2.501060268969013123e+00,1.801619024035971961e+00
3.542536408076557564e+00,2.840012439037309377e+00,2.138519439313313342e+00,1.438054007849132176e+00,7.386127631434646901e-01
2.440573776311794063e+00,1.738049807045172201e+00,1.036556807093802490e+00,3.360913760843686759e-01,-3.633498688486724859e-01
1.306964527884701965e+00,6.044405586180801038e-01,-9.705244110591593198e-02,-7.975178723427234218e-01,-1.496959117275764584e+00
1.333141381110181101e-01,-5.692098313829774270e-01,-1.270702831106973463e+00,-1.971168262343780953e+00,-2.670609507049448439e+00
-1.121113763019820908e+00,-1.823637732286442770e+00,-2.525130732237812481e+00,-3.225596163247246295e+00,-3.925037408180287457e+00
5.603172628298125346e+00,4.900648659031503485e+00,4.199155659307507449e+00,3.498690227843326284e+00,2.799248983137658797e+00
3.924896009266376495e+00,3.222372039999754634e+00,2.520879040275758598e+00,1.820413609038951108e+00,1.120972364105909946e+00
2.500886643701960566e+00,1.798362674662712379e+00,1.096869674938716344e+00,3.964042437019088538e-01,-3.030370010037586326e-01
1.205273088089597877e+00,5.027491190503496910e-01,-1.987438809010200202e-01,-8.992093119104538346e-01,-1.598650556843494996e+00
1.714843460831616540e-02,-6.853755346583056962e-01,-1.386868534382301732e+00,-2.087333965619109222e+00,-2.786775210324776708e+00
-1.062285550915476051e+00,-1.764809519954724237e+00,-2.466302519678720273e+00,-3.166767951142901438e+00,-3.866209195848568925e+00
-2.016163604594112257e+00,-2.718687573633360444e+00,-3.420180573584730155e+00,-4.120646004594163969e+00,-4.820087249527205131e+00
-2.796709356744031538e+00,-3.499233326010653400e+00,-4.200726325734649436e+00,-4.901191756971456925e+00,-5.600633001904498087e+00
-2.799248983365032473e+00,-3.501772952631654334e+00,-4.203265952355650370e+00,-4.903731383365084184e+00,-5.603172628525499022e+00
