0.000000000000000000e+00,-1.105973571993200011e+00,-9.055056942161988642e-01,-7.053315854653833261e-01,-5.054502779042150395e-01
-4.990048856652559706e-01,-2.982422667370305813e-01,-9.777438896002946245e-02,1.023997197907860757e-01,3.022810273519543900e-01
3.553673059350143659e-01,5.561299248632397552e-01,7.565978026402407908e-01,9.567719113910563289e-01,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,-9.307824299641830335e-01,-7.306083212133673843e-01,-5.307270136521990977e-01
0.000000000000000000e+00,-6.589063696436304740e-01,-4.584384918666293274e-01,-2.582643831158137893e-01,-5.838307555464548187e-02
-4.012304967052264248e-01,-2.004678777770011189e-01,-0.000000000000000000e+00,2.001741087508155381e-01,4.000554163119839357e-01
3.259307139696058370e-02,2.333556903251859382e-01,4.338235681021870849e-01,6.339976768530026785e-01,0.000000000000000000e+00
4.208950250058471343e-01,6.216576439340725235e-01,8.221255217110736702e-01,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-9.991337676024577563e-01,-7.992524600412893587e-01
0.000000000000000000e+00,0.000000000000000000e+00,-9.148854709701350618e-01,-7.147113622193195237e-01,-5.148300546581511261e-01
0.000000000000000000e+00,-8.115671699768053360e-01,-6.110992921998043004e-01,-4.109251834489887067e-01,-2.110438758878203647e-01
-6.974154016854322569e-01,-4.966527827572069231e-01,-2.961849049802057765e-01,-9.601079622939025227e-02,1.038705113317781037e-01
-3.734624134627831937e-01,-1.726997945345578600e-01,2.776808324244325193e-02,2.279421919932587970e-01,0.000000000000000000e+00
-3.807246330461531991e-02,1.626901556236100554e-01,3.631580334006111466e-01,0.000000000000000000e+00,0.000000000000000000e+00
3.203963034848130165e-01,5.211589224130382947e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-7.999373800907526588e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-5.202119701597763823e-01,-3.203306625986080958e-01
0.000000000000000000e+00,0.000000000000000000e+00,-3.134355756622665412e-01,-1.132614669114510308e-01,8.661984064971731123e-02
0.000000000000000000e+00,-1.436457598622671583e-01,5.682211791473395363e-02,2.569962266655494987e-01,4.568775342267178963e-01
-4.870480054201395924e-03,1.958921388740239578e-01,3.963600166510251044e-01,5.965341254018405870e-01,7.964154329630088736e-01
3.036028550892278521e-01,5.043654740174532414e-01,7.048333517944542770e-01,9.050074605452699261e-01,0.000000000000000000e+00
5.761905088263142849e-01,7.769531277545396186e-01,9.774210055315406542e-01,0.000000000000000000e+00,0.000000000000000000e+00
7.992373810717745553e-01,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
7.999626610480824462e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
